O	14410	熟	順行	sūn-kiânn			慢行、寬行(khuann-kiânn)		順行/，/有閒/才/閣/來/啦/！	祝你一路順風，有空要再來喔！	【熟】慢走、走好。客套話。送客或道别時，祝福要離去的對方一路順風。例：順行，有閒才閣來啦！Sūn-kiânn, ū-îng tsiah koh lâi--lah! (祝你一路順風，有空要再來喔！)　											
O	14411	名	黃目子	n̂g-ba̍k-tsí			黃目樹		黃目子/會使/用/來/做/雪文/。	無患子可以用來製造肥皂。	【名】無患子，植物名。果皮可以用來做肥皂。例：黃目子會使用來做雪文。N̂g-ba̍k-tsí ē-sái īng lâi tsò sap-bûn. (無患子可以用來製造肥皂。)　											
O	14412	動	催油	tshui-iû					/懸/崎/，/車/著愛/催油/才//會/起/去/。	爬陡坡，車子必須踩油門加速才爬得上去。	【動】騎機車時轉動油門把手，或開車時踩油門加速。例：懸崎，車著愛催油才會起去。Peh kuân-kiā, tshia tio̍h-ài tshui-iû tsiah peh ē khí--khì. (爬陡坡，車子必須踩油門加速才爬得上去。)　											
O	14413	名	剾刀蔫	khau-to-lian			剾刀花		抾/剾刀蔫/轉來/做/火引/。	拾取刨木花回來當火媒。	【名】刨木花、刨木屑。例：抾剾刀蔫轉來做火引。Khioh khau-to-lian tńg-lâi tsò hué-ín. (拾取刨木花回來當火媒。)　											
O	14414	名	塗石流	thôo-tsio̍h-lâu	土石流		水崩山		見若/做風颱/、/落/大/雨/，/就/有/塗石流/造/成/災害/。	只要刮颱風、下大雨，就有土石流造成災害。	【名】土石流。例：見若做風颱、落大雨，就有塗石流造成災害。Kiàn-nā tsò hong-thai, lo̍h tuā-hōo, tō ū thôo-tsio̍h-lâu tsō-sîng tsai-hāi. (只要刮颱風、下大雨，就有土石流造成災害。)　											
O	14415	名	塗肉	thôo-bah					嘉/南平/原/的/塗肉/厚/，/足/好/種作/。	嘉南平原的表土層很厚，很適合耕作。	【名】表土。適合耕作的土壤層。例：嘉南平原的塗肉厚，足好種作。Ka-lâm Pîng-guân ê thôo-bah kāu, tsiok hó tsìng-tsoh. (嘉南平原的表土層很厚，很適合耕作。)；塗肉肥　thôo-bah puî(表土土質肥沃)、塗肉瘦　thôo-bah sán(表土土質貧瘠)。											
O	14416	名	媽祖婆	Má-tsóo-pô			媽祖、媽祖娘		大/道/公/風/，/媽祖婆/雨/。/ 	民間傳說保生大帝曾向媽祖求婚，但是媽祖一心掛念人民，拒絕了大帝的美意。大帝非常失望，也很生氣，就在農曆三月二十三日媽祖誕辰繞境時，施法術、降大雨。到了翌年三月十五日大帝誕辰遶境時，媽祖就颳起大風。	1.【名】媽祖。臺灣民間對媽祖的暱稱。例：大道公風，媽祖婆雨。 Tāi-tō-kong hong, Má-tsóo-pô hōo. (民間傳說保生大帝曾向媽祖求婚，但是媽祖一心掛念人民，拒絕了大帝的美意。大帝非常失望，也很生氣，就在農曆三月二十三日媽祖誕辰繞境時，施法術、降大雨。到了翌年三月十五日大帝誕辰遶境時，媽祖就颳起大風。)　											
O	14416	名	媽祖婆	Má-tsóo-pô			媽祖、媽祖娘		逐家/攏/叫/厝主/「/媽祖婆/」/，/有/伊/佇咧/，/絕對/袂/枵/著/！	大家都叫房東「媽祖婆」，有她在，絕對不會挨餓！	2.【名】媽祖婆。現今有用來稱呼像母親、祖母，婆婆般親切慈祥待人的年長女子。借用媽祖庇佑信徒，溫和慈祥、包容關懷的形象，而「婆」是指年長婦女。例：逐家攏叫厝主「媽祖婆」，有伊佇咧，絕對袂枵著！Ta̍k-ke lóng kiò tshù-tsú  "má-tsóo-pô", ū i tī--leh, tsua̍t-tuì bē iau--tio̍h! (大家都叫房東「媽祖婆」，有她在，絕對不會挨餓！)　											
O	14417	動	幌頭	hàinn-thâu			搖頭	頕頭	阿爸/幌頭/表示/無/同意/這/件/代誌/。	父親搖頭表示不同意這件事情。	1.【動】搖頭。例：阿爸幌頭表示無同意這件代誌。A-pah hàinn-thâu piáu-sī bô tông-ì tsit kiānn tāi-tsì. (父親搖頭表示不同意這件事情。)　											
O	14417	動	幌頭	hàinn-thâu			搖頭	頕頭	阿/虎/足/愛/上/台/唱/歌/，/毋過/逐家/聽/了/攏/幌頭/。	阿虎很愛上台唱歌，但是大家聽了都搖頭。	2.【動】引申指不欣賞、不贊同、沒指望等。例：阿虎足愛上台唱歌，毋過逐家聽了攏幌頭。A-hóo tsiok ài tsiūnn-tâi tshiùnn-kua, m̄-koh ta̍k-ke thiann-liáu lóng hàinn-thâu. (阿虎很愛上台唱歌，但是大家聽了都搖頭。)　											
O	14418	動	想欲	siūnn-beh/siūnn-bueh					我/想欲/去/便所/。	我想要上廁所。	【動】想要(什麼東西，或做某事)。例：我想欲去便所。Guá siūnn-beh khì piān-sóo. (我想要上廁所。)　											
O	14419	熟	搝後跤	khiú-āu-kha				扶後跤(phôo-āu-kha)	伊/毋是/無/才情/才/做/袂/成/，/是/有/人/咧/共/伊/搝後跤/。	他不是沒有才能才做不成，是有人在給他扯後腿。	【熟】扯後腿、在背後阻撓、破壞，使人無法達到目的。例：伊毋是無才情才做袂成，是有人咧共伊搝後跤。I m̄ sī bô tsâi-tsîng tsiah tsò bē sîng, sī ū lâng teh kā i khiú-āu-kha. (他不是沒有才能才做不成，是有人在給他扯後腿。)　											
O	14420	動	搭胸坎	tah-hing-khám			頓胸坎		伊/驚/一/趒/，/那/搭胸坎/，/那/問/講/是按怎/樣/。	他嚇了一跳，邊拍胸脯，邊問說是怎麼了。	1.【動】拍胸脯。例：伊驚一趒，那搭胸坎，那問講是按怎樣。I kiann tsi̍t tiô, ná tah hing-khám, ná mn̄g kóng sī án-tsuánn-iūnn. (他嚇了一跳，邊拍胸脯，邊問說是怎麼了。)　											
O	14420	熟	搭胸坎	tah-hing-khám			頓胸坎		伊/搭胸坎/保證/無/問/題/。	他拍胸脯保證沒有問題。	2.【熟】比喻很有自信做保證或承諾。例：伊搭胸坎保證無問題。I tah-hing-khám pó-tsìng bô būn-tê. (他拍胸脯保證沒有問題。)　											
O	14421	名	搵料	ùn-liāu					這/間/海產/店/就是/搵料/咧/出名/啦/！	這家海產店就是因沾醬而出名啦！	【名】沾醬、沾料。例：這間海產店就是搵料咧出名啦！Tsit king hái-sán-tiàm tō sī ùn-liāu teh tshut-miâ--lah! (這家海產店就是因沾醬而出名啦！)　											
O	14422	動	摁	hmh					予/槌仔/摁/著/，/會/著/內傷/。	被槌子打中，會得內傷。	1.【動】用力擊打，常指使用沈重的鈍器打人，擊中時會發出悶響。例：予槌仔摁著，會著內傷。Hōo thuî-á hmh--tio̍h, ē tio̍h lāi-siong. (被槌子打中，會得內傷。)　[近]摃、撼											
O	14422	動	摁	hmh					伊/當咧/大/，/一/頓/摁/著/三四/碗/飯/。	他正在發育，一餐吃上三四碗飯。	2.【動】大吃。戲稱快速大量地吃東西。例：伊當咧大，一頓摁著三四碗飯。I tng-teh tuā, tsi̍t tǹg hmh tio̍h sann sì uánn pn̄g. (他正在發育，一餐吃上三四碗飯。)　[近]囫(hut)、搩(kiat)、推(thui)											
O	14423	動	摃球	kòng-kiû					拜六/禮拜/，/伊/上/愛/去/看/摃球/比賽/。	週末時，他最喜歡去看棒球比賽。	2.【動】打棒球、棒球比賽。例：拜六禮拜，伊上愛去看摃球比賽。Pài-la̍k-lé-pài, i siōng ài khì khuànn kòng-kiû pí-sài. (週末時，他最喜歡去看棒球比賽。)　											
O	14426	動	暗唸	àm-liām			越唸(ua̍t-liām)、暗記		我/細/漢/的/時/，/序大人/有/教/我/用/母/語/暗唸/三/字/經/。	我小時候，父母曾教我用母語背誦三字經。	【動】背誦。不看書，憑記憶將原文句唸出來。例：我細漢的時，序大人有教我用母語暗唸三字經。Guá sè-hàn ê sî, sī-tuā-lâng ū kà guá iōng bú-gí àm-liām Sam-jī-king. (我小時候，父母曾教我用母語背誦三字經。)　											
O	14427	名	暗會	àm-huē					這/幾/年/，/一寡/大/公/司/攏/時行/舉/辦/尾牙/的/暗會/。	這幾年，一些大公司都流行舉辦尾牙晚會。	【名】晚會，多指大型聯誼聚會。例：這幾年，一寡大公司攏時行舉辦尾牙的暗會。Tsit kuí nî, tsi̍t-kuá tuā kong-si lóng sî-kiânn kí-pān bué-gê ê àm-huē. (這幾年，一些大公司都流行舉辦尾牙晚會。)　											
O	14429	動	會得過	ē-tit-kuè/ē-tit-kè			會當過	袂得過、袂當過	這/條/巷仔/看/都/細/細/狹/狹/，/二十噸/的/拖/車/竟然/駛/會得過/。	這條巷子看起來小小窄窄的，二十噸的拖車竟然開得過去。	1.【動】空間足以通過。例：這條巷仔看都細細狹狹，二十噸的拖車竟然駛會得過。Tsit tiâu hāng-á khuànn to sè-sè e̍h-e̍h, jī-tsa̍p-tòng ê thua-tshia kìng-jiân sái ē-tit-kuè. (這條巷子看起來小小窄窄的，二十噸的拖車竟然開得過去。)　											
O	14429	熟	會得過	ē-tit-kuè/ē-tit-kè			會當過	袂得過、袂當過	伊/一/个/查某人/飼/兩/个/囡仔/，/雖然/艱苦/，/生活/猶/會得過/。	她一個女人養育兩個小孩，雖然艱辛，生活還過得去。	2.【熟】過得去。指經濟狀況、成績表現等尚可的意思。例：伊一个查某人飼兩个囡仔，雖然艱苦，生活猶會得過。I tsi̍t ê tsa-bóo-lâng tshī nn̄g ê gín-á, sui-jiân kan-khóo, sing-ua̍h iáu ē-tit-kuè. (她一個女人養育兩個小孩，雖然艱辛，生活還過得去。)　											
O	14429	熟	會得過	ē-tit-kuè/ē-tit-kè			會當過	袂得過、袂當過	你/按呢/對待/伊/，/你/的/心肝/敢/會得過/？	你這樣對待他，你心裡難道過意得去嗎？	4.【熟】過意得去、心安。例：你按呢對待伊，你的心肝敢會得過？Lí án-ne tuì-thāi--i, lí ê sim-kuann kám ē-tit-kuè? (你這樣對待他，你心裡難道過意得去嗎？)　											
O	14431	副	極加	ki̍k-ke			上濟、上加、大不了	至少、起碼、上無、上起碼	我/啉/咖啡/，/一/工/極加/兩/杯/。	我喝咖啡，一天頂多兩杯。	【副】最多、頂多。用來說明數量上、程度上等頂多如何。例：我啉咖啡，一工極加兩杯。Guá lim ka-pi, tsi̍t kang ki̍k-ke nn̄g pue. (我喝咖啡，一天頂多兩杯。)；蠓仔會傳播疾病，毋通想講予蠓叮著，極加是足癢爾爾。Báng-á ē thuân-pòo tsi̍t-pēnn, m̄-thang siūnn-kóng hōo báng tìng--tio̍h, ki̍k-ke sī tsiok tsiūnn niā-niā. (蚊子會傳播疾病，不要以為被蚊子叮到，大不了很癢而已。)　											
O	14432	動	歇涼	hioh-liâng					樹仔/跤/有/真/濟/過路人/來/歇涼/。	樹下有很多過路客來乘涼。	【動】乘涼。例：樹仔跤有真濟過路人來歇涼。Tshiū-á-kha ū tsin tsē kuè-lōo-lâng lâi hioh-liâng. (樹下有很多過路客來乘涼。)　											
O	14433	名	歇睏日	hioh-khùn-ji̍t/hioh-khùn-li̍t			假日、歇睏時仔	上班日	歇睏日/毋免/上/班/，/你/按算/欲/去/佗位/𨑨迌/？	假日不用上班，你打算要去哪裡玩？	【名】假日。例：歇睏日毋免上班，你按算欲去佗位𨑨迌？Hioh-khùn-ji̍t m̄-bián siōng-pan, lí àn-sǹg beh khì tó-uī tshit-thô? (假日不用上班，你打算要去哪裡玩？)　											
O	14434	名	歇睏時仔	hioh-khùn-sî-á					歇睏時仔/伊/上/愛/去/山/。	假日時他最喜歡去爬山。	2.【名】假日。例：歇睏時仔伊上愛去山。Hioh-khùn-sî-á i siōng ài khì peh-suann. (假日時他最喜歡去爬山。)　[近]歇睏日、假日[反]上班日											
X	14435	熟	準拄煞	tsún-tú-suah			準煞、準拄好		過/去/的/代誌/就按呢/準/拄/煞/。	過去的事情就這樣算了。	1.【熟】算了、當做沒那一回事。例：過去的代誌就按呢準拄煞。Kuè-khì ê tāi-tsì tsiū-án-ne tsún-tú-suah. (過去的事情就這樣算了。)；你欲來就來，毋來準拄煞。Lí beh lâi tō lâi, m̄ lâi tsún-tú-suah. (你要來就來，不來就算了。)　											
X	14435	熟	準拄煞	tsún-tú-suah			準煞、準拄好		伊/食人/夠夠/，/欠/人/兩萬/箍/，/干焦/還/人/萬/五/就/欲/準/拄/煞/。	他欺人太甚，欠人兩萬塊，只還人家一萬五就想扯平。	2.【熟】扯平。當做可以互相抵消、互不相欠。例：伊食人夠夠，欠人兩萬箍，干焦還人萬五就欲準拄煞。I tsia̍h-lâng-kàu-kàu, khiàm lâng nn̄g-bān khoo, kan-na hîng lâng bān-gōo tō beh tsún-tú-suah. (他欺人太甚，欠人兩萬塊，只還人家一萬五就想扯平。)　											
O	14436	動	溜旋	liu-suan			旋、落跑、閬港(làng-káng)		討/功勞/的/時/伊/搶/做/前/，/欲/做/苦工/的/時/就/溜旋/。	邀功的時候他搶在前，要做苦工的時候他就開溜。	【動】開溜、逃走。趁人不注意時偷偷溜走。例：討功勞的時伊搶做前，欲做苦工的時就溜旋。Thó kong-lô ê sî i tshiúnn tsò-tsîng, beh tsò khóo-kang ê sî tō liu-suan. (邀功的時候他搶在前，要做苦工的時候他就開溜。)　											
O	14437	名	煎粿	tsian-kué/tsian-ké					我/看/著/煎粿/，/一/定/會/叫/一/盤/來/食/。	我看到煎粿，一定會點一盤來吃。	【名】煎粿、煎年糕。將蘿蔔糕或油蔥粿切片之後用油來煎的食物。例：我看著煎粿，一定會叫一盤來食。Guá khuànn tio̍h tsian-kué, it-tīng ē kiò tsi̍t puânn lâi tsia̍h. (我看到煎粿，一定會點一盤來吃。)　											
O	14438	名	煙筒管	ian-tâng-kóng					跤後肚/無細膩/去/焐/著/煙筒管/。	小腿肚不小心碰觸排氣管被燙傷。	1.【名】排氣管。汽、機車的排氣管。例：跤後肚無細膩去焐著煙筒管。Kha-āu-tóo bô-sè-jī khì ù-tio̍h ian-tâng-kóng. (小腿肚不小心碰觸排氣管被燙傷。)　											
O	14438	名	煙筒管	ian-tâng-kóng					佇/遠/遠/的/所在/，/就/看/會/著/台/中/火/力/發/電/廠/彼/四支/煙筒管/矣/。	在遠遠的地方，就看得到台中火力發電廠那四根煙囪了。	2.【名】煙囪。例：佇遠遠的所在，就看會著台中火力發電廠彼四支煙筒管矣。Tī hn̄g-hn̄g ê sóo-tsāi, tō khuànn ē tio̍h Tâi-tiong hué-li̍k huat-tiān-tshiúnn hit sì ki ian-tâng-kóng--ah. (在遠遠的地方，就看得到台中火力發電廠那四根煙囪了。)　[近]煙筒											
O	14439	動	煞煞去	suah-suah--khì			煞去、煞了代(suah-liáu-tāi)		小可仔/代誌/逐家/煞煞去/，/莫/閣/冤/矣/。	一點兒小事大家就這樣算了，別再吵架了。	【動】罷了。就這樣算了，不要再計較了。例：小可仔代誌逐家煞煞去，莫閣冤矣。Sió-khuá-á tāi-tsì ta̍k-ke suah-suah--khì, mài koh uan--ah. (一點兒小事大家就這樣算了，別再吵架了。)　											
O	14441	形	矮鼓	é-kóo/ué-kóo				懸大	伊/生做/矮鼓/矮鼓/。	他長得矮矮的。	【形】指身材矮小的意思。例：伊生做矮鼓矮鼓。I senn tsò é-kóo-é-kóo. (他長得矮矮的。)　											
O	14442	形	矮頓	é-tǹg/ué-tǹg				高長	伊/生做/矮頓/矮頓/。	他長得矮矮壯壯。	【形】矮壯。身材矮壯。例：伊生做矮頓矮頓。I senn-tsò é-tǹg-é-tǹg. (他長得矮矮壯壯。)　											
O	14444	動	禁尿	kìm-jiō/kìm-liō			忍尿(lún-jiō)		禁尿/是/傷/身體/的/歹/習慣/，/會/引起/腰子病/。	憋尿是傷身的壞習慣，會引發腎臟病。	【動】憋尿。忍住尿意不去小便。例：禁尿是傷身體的歹習慣，會引起腰子病。Kìm-jiō sī siong sin-thé ê pháinn si̍p-kuàn, ē ín-khí io-tsí pēnn. (憋尿是傷身的壞習慣，會引發腎臟病。)　											
O	14445	熟	腰痠背疼	io-sng-puē-thiànn					我/毋/捌/向/咧/揉/塗跤/，/揉/無/一時仔/就/腰痠背疼/。	我不曾彎著身子擦地板，擦不了多久就腰痠背痛。	【熟】腰痠背痛。例：我毋捌向咧揉塗跤，揉無一時仔就腰痠背疼。Guá m̄ bat ànn leh jiû thôo-kha, jiû bô tsi̍t-sî-á tō io-sng-puē-thiànn. (我不曾彎著身子擦地板，擦不了多久就腰痠背痛。)　											
O	14446	名	腹腸	pak-tn̂g					/兩/个/是/仝/腹腸/生/的/。	他們兩個是同一個母體生的。	1.【名】肚子。例：兩个是仝腹腸生的。In nn̄g-ê sī kâng pak-tn̂g senn--ê. (他們兩個是同一個母體生的。)　											
O	14446	名	腹腸	pak-tn̂g					伊/腹腸/闊/，/袂/佮/人/計較/。	他度量大，不會跟人家計較。	2.【名】心胸、度量。例：伊腹腸闊，袂佮人計較。I pak-tn̂g khuah, bē kah lâng kè-kàu. (他度量大，不會跟人家計較。)　[近]度量、肚腸											
O	14446	名	腹腸	pak-tn̂g					茈/雞/無/卵/，/茈/囝/無/腹腸/。	雛雞還下不了蛋，小兒天真無邪，心思率直，沒有心機。	3.【名】心機。例：茈雞無卵，茈囝無腹腸。Tsínn-ke bô nn̄g, tsínn-kiánn bô pak-tn̂g. (雛雞還下不了蛋，小兒天真無邪，心思率直，沒有心機。)　											
